"email";"xpType";"xpEstablishment";"xpStartDate";"xpEndDate";"xpTimeType";"xpPartialTime";"xpDuration";"xpStatus"
"monemail220358@test.test";"international";"SUITE ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail220360@test.test";"international";"HÔTESSE ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220361@test.test";"international";"•	DANS ";"2020-01-01";"2020-05-30";"full";"0";"5";"accepted"
"monemail220362@test.test";"international";"JUIN ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220363@test.test";"international";"DEPUIS ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail220365@test.test";"international";"- ";"2020-01-01";"2020-05-15";"partial";"0";"4.5";"accepted"
"monemail220367@test.test";"international";"- ";"2020-01-01";"2020-07-29";"partial";"0";"7";"accepted"
"monemail220368@test.test";"international";"-OCTOBRE ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220369@test.test";"international";"J'AI ";"2020-01-01";"2022-02-19";"partial";"0";"26";"accepted"
"monemail220373@test.test";"international";"STAGE ";"2020-01-01";"2020-10-27";"partial";"0";"10";"accepted"
"monemail220374@test.test";"international";"MAI-JUIN ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail220376@test.test";"international";"MAI ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220378@test.test";"international";"EN ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail220379@test.test";"international";"POSTE ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220380@test.test";"international";"- ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail220381@test.test";"international";"AUXILIAIRE ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail220382@test.test";"international";"DU ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220384@test.test";"international";"HOLLISTER&CO ";"2020-01-01";"2021-04-25";"partial";"0";"16";"accepted"
"monemail220385@test.test";"international";"J'AI ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220387@test.test";"international";"ETUDE ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail220388@test.test";"international";"OTOQI ";"2020-01-01";"2023-08-13";"partial";"0";"44";"accepted"
"monemail220389@test.test";"international";"J'AI ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail220391@test.test";"international";"EMPLOYÉE ";"2020-01-01";"2021-04-25";"partial";"0";"16";"accepted"
"monemail220392@test.test";"international";"INTÉRIMAIRE ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail220393@test.test";"international";"FÉVRIER ";"2020-01-01";"2020-12-26";"partial";"0";"12";"accepted"
"monemail220394@test.test";"international";"ALTERNANCE ";"2020-01-01";"2021-02-24";"partial";"0";"14";"accepted"
"monemail220395@test.test";"international";"EMPLOYÉ ";"2020-01-01";"2020-09-27";"partial";"0";"9";"accepted"
"monemail220398@test.test";"international";"JUILLET ";"2020-01-01";"2020-08-28";"partial";"0";"8";"accepted"
"monemail220404@test.test";"international";" ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail220405@test.test";"international";"• DÉCEMBRE ";"2020-01-01";"2020-09-27";"partial";"0";"9";"accepted"
"monemail220406@test.test";"international";"ASSISTANTE ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail220407@test.test";"international";"OCTOBRE ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220408@test.test";"international";"SUP ";"2020-01-01";"2021-04-25";"partial";"0";"16";"accepted"
"monemail220409@test.test";"international";"2018 ";"2020-01-01";"2020-12-26";"partial";"0";"12";"accepted"
"monemail220410@test.test";"international";"CONDITIONNEUR ";"2020-01-01";"2021-11-21";"partial";"0";"23";"accepted"
"monemail220411@test.test";"international";"ALDI, ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220412@test.test";"international";"TRAVAIL ";"2020-01-01";"2020-02-06";"partial";"0";"1.2";"accepted"
"monemail220417@test.test";"international";"STAGIAIRE ";"2020-01-01";"2020-12-26";"partial";"0";"12";"accepted"
"monemail220418@test.test";"international";"RÉCEPTIONNISTE ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220419@test.test";"international";"JANVIER/FÉVRIER ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail220420@test.test";"international";"DÉCATHLON ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail220421@test.test";"international";"ASSISTANT ";"2020-01-01";"2020-08-28";"full";"0";"8";"accepted"
"monemail220423@test.test";"international";"STAGE ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220424@test.test";"international";"- ";"2020-01-01";"2020-02-15";"partial";"0";"1.5";"accepted"
"monemail220425@test.test";"international";"2019 ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail220427@test.test";"international";"JUILLET-AOÛT ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail220428@test.test";"international";"ASSISTANT ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail220429@test.test";"international";"ENTREPRISE ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220430@test.test";"international";"DEUX ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail220431@test.test";"international";"J’AI, ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220432@test.test";"international";"J'AI ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220433@test.test";"international";"MAI ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail220434@test.test";"international";"- ";"2020-01-01";"2020-08-28";"partial";"0";"8";"accepted"
"monemail220435@test.test";"international";"01/02/2021 ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail220436@test.test";"international";"-> ";"2020-01-01";"2021-12-21";"partial";"0";"24";"accepted"
"monemail220437@test.test";"international";"EN ";"2020-01-01";"2020-02-19";"partial";"0";"1.65";"accepted"
"monemail220438@test.test";"international";"MAI ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220439@test.test";"international";"SALAUN ";"2020-01-01";"2021-12-06";"partial";"0";"23.5";"accepted"
"monemail220441@test.test";"international";"ARCHIVAGE, ";"2020-01-01";"2020-07-29";"partial";"0";"7";"accepted"
"monemail220442@test.test";"international";"KARL ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail220443@test.test";"international";"DEPUIS ";"2020-01-01";"2020-12-26";"partial";"0";"12";"accepted"
"monemail220445@test.test";"international";"STAGE ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail220447@test.test";"international";"1) ";"2020-01-01";"2021-04-25";"partial";"0";"16";"accepted"
"monemail220448@test.test";"international";"RCS ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220450@test.test";"international";"STAGE ";"2020-01-01";"2020-05-15";"partial";"0";"4.5";"accepted"
"monemail220451@test.test";"international";"- ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220453@test.test";"international";"J'AI ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220454@test.test";"international";"- ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail220457@test.test";"international";"-DE ";"2020-01-01";"2021-04-25";"partial";"0";"16";"accepted"
"monemail220458@test.test";"international";"ANIMATRICE ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220459@test.test";"international";"MARKETINGAAACS ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail220460@test.test";"international";"J’AI ";"2020-01-01";"2020-08-28";"partial";"0";"8";"accepted"
"monemail220461@test.test";"international";"LORS ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220462@test.test";"international";"J'AI ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220463@test.test";"international";"15 ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail220464@test.test";"international";"- ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220468@test.test";"international";"• ";"2020-01-01";"2020-09-27";"partial";"0";"9";"accepted"
"monemail220469@test.test";"international";"MAI ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220470@test.test";"international";"ENTREPRISE ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220471@test.test";"international";"2021 ";"2020-01-01";"2021-10-22";"partial";"0";"22";"accepted"
"monemail220472@test.test";"international";"HÔTESSE ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail220474@test.test";"international";"SEPTEMBRE ";"2020-01-01";"2021-02-24";"partial";"0";"14";"accepted"
"monemail220476@test.test";"international";"CONSEILLÈRE ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220477@test.test";"international";"JOB ";"2020-01-01";"2020-07-14";"partial";"0";"6.5";"accepted"
"monemail220481@test.test";"international";"SEPTEMBRE ";"2020-01-01";"2021-06-24";"partial";"0";"18";"accepted"
"monemail220482@test.test";"international";"- ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail220483@test.test";"international";"MAI ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220484@test.test";"international";"KEREN ";"2020-01-01";"2020-12-11";"partial";"0";"11.5";"accepted"
"monemail220486@test.test";"international";"THALES ";"2020-01-01";"2020-03-16";"partial";"0";"2.5";"accepted"
"monemail220487@test.test";"international";"CARREFOUR ";"2020-01-01";"2020-12-26";"partial";"0";"12";"accepted"
"monemail220488@test.test";"international";"DEPUIS ";"2020-01-01";"2020-10-27";"partial";"0";"10";"accepted"
"monemail220490@test.test";"international";"L’OFFICINE ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220491@test.test";"international";"- ";"2020-01-01";"2021-01-25";"partial";"0";"13";"accepted"
"monemail220493@test.test";"international";"DÉBUT ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220494@test.test";"international";"MAI ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220495@test.test";"international";"2021 ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail220497@test.test";"international";"J'AI ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail220498@test.test";"international";"JUILLET ";"2020-01-01";"2021-04-25";"partial";"0";"16";"accepted"
"monemail220499@test.test";"international";"STAGE ";"2020-01-01";"2020-07-29";"partial";"0";"7";"accepted"
"monemail220500@test.test";"international";"PAUSE ";"2020-01-01";"2021-03-26";"partial";"0";"15";"accepted"
"monemail220501@test.test";"international";"2021-2022 ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail220502@test.test";"international";"STAGIAIRE ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail220503@test.test";"international";"VENDEUR ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220504@test.test";"international";"EXPÉRIENCE ";"2020-01-01";"2023-01-15";"partial";"0";"37";"accepted"
"monemail220505@test.test";"international";"SEPTEMBRE ";"2020-01-01";"2020-07-29";"partial";"0";"7";"accepted"
"monemail220506@test.test";"international";"SERVEUR ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail220507@test.test";"international";"PLAYA ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail220508@test.test";"international";"- ";"2020-01-01";"2021-10-22";"partial";"0";"22";"accepted"
"monemail220509@test.test";"international";"- ";"2020-01-01";"2021-09-07";"full";"0";"20.5";"accepted"
"monemail220510@test.test";"international";"SERVEUSE ";"2020-01-01";"2022-04-20";"partial";"0";"28";"accepted"
"monemail220511@test.test";"international";"L'ORÉAL ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220514@test.test";"international";"1) ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail220517@test.test";"international";"2022 ";"2020-01-01";"2020-12-26";"partial";"0";"12";"accepted"
"monemail220518@test.test";"international";"UN ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail220519@test.test";"international";"OCT ";"2020-01-01";"2021-03-26";"partial";"0";"15";"accepted"
"monemail220521@test.test";"international";"JUILLET ";"2020-01-01";"2020-08-28";"partial";"0";"8";"accepted"
"monemail220523@test.test";"international";"DIFCOM ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220524@test.test";"international";"PROFESSEUR ";"2020-01-01";"2022-12-16";"partial";"0";"36";"accepted"
"monemail220525@test.test";"international";"- ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220526@test.test";"international";"OUTRE ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220528@test.test";"international";"JUILLET ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail220529@test.test";"international";"UNE ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail220530@test.test";"international";"JE ";"2020-01-01";"2020-10-27";"partial";"0";"10";"accepted"
"monemail220532@test.test";"international";"J'AI ";"2020-01-01";"2020-03-16";"partial";"0";"2.5";"accepted"
"monemail220533@test.test";"international";"ASSISTANTE ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail220535@test.test";"international";"AGENT ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220536@test.test";"international";"1- ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail220537@test.test";"international";"DE ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail220539@test.test";"international";"1 ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail220540@test.test";"international";"SERVEUR ";"2020-01-01";"2020-10-27";"partial";"0";"10";"accepted"
"monemail220541@test.test";"international";"STAGIAIRE ";"2020-01-01";"2021-03-26";"partial";"0";"15";"accepted"
"monemail220542@test.test";"international";"FÉVRIER ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail220543@test.test";"international";"AYANT ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail220544@test.test";"international";"➜ ";"2020-01-01";"2022-08-18";"partial";"0";"32";"accepted"
"monemail220545@test.test";"international";" ";"2020-01-01";"2021-12-21";"partial";"0";"24";"accepted"
"monemail220546@test.test";"international";"- ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail220547@test.test";"international";"FONCTION ";"2020-01-01";"2020-07-29";"partial";"0";"7";"accepted"
"monemail220548@test.test";"international";"J'AI ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail220549@test.test";"international";"JUILLET ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail220550@test.test";"international";"ASSISTANTE ";"2020-01-01";"2021-05-25";"partial";"0";"17";"accepted"
"monemail220551@test.test";"international";"- ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail220553@test.test";"international";"ANALYSTE ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220554@test.test";"international";"FAIRE ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220555@test.test";"international";"COMMUNICATION ";"2020-01-01";"2021-04-25";"partial";"0";"16";"accepted"
"monemail220556@test.test";"international";"JE ";"2020-01-01";"2021-06-24";"partial";"0";"18";"accepted"
"monemail220557@test.test";"international";"TOUT ";"2020-01-01";"2021-02-24";"partial";"0";"14";"accepted"
"monemail220558@test.test";"international";"STAGE ";"2020-01-01";"2020-05-15";"partial";"0";"4.5";"accepted"
"monemail220559@test.test";"international";"J'AI ";"2020-01-01";"2021-02-24";"partial";"0";"14";"accepted"
"monemail220561@test.test";"international";"-DÉCEMBRE ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail220562@test.test";"international";"HÔTESSE ";"2020-01-01";"2021-03-26";"partial";"0";"15";"accepted"
"monemail220565@test.test";"international";"MAI ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220566@test.test";"international";"CONSEILLER ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220568@test.test";"international";"DÉCATHLON ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220569@test.test";"international";"STAGIAIRE ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail220570@test.test";"international";"MARS ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
