"email";"typeExam";"score"
"monemail220510@test.test";"4";"560"
"monemail220511@test.test";"1";"80"
"monemail220511@test.test";"4";"880"
"monemail220512@test.test";"2";"353"
"monemail220512@test.test";"4";"950"
"monemail220514@test.test";"1";"109"
"monemail220514@test.test";"4";"890"
"monemail220517@test.test";"1";"98"
"monemail220517@test.test";"4";"905"
"monemail220518@test.test";"1";"124"
"monemail220518@test.test";"4";"950"
"monemail220519@test.test";"1";"146"
"monemail220519@test.test";"4";"920"
"monemail220521@test.test";"2";"367"
"monemail220521@test.test";"4";"920"
"monemail220523@test.test";"1";"92"
"monemail220523@test.test";"4";"905"
"monemail220524@test.test";"1";"144"
"monemail220524@test.test";"4";"960"
"monemail220525@test.test";"1";"111"
"monemail220525@test.test";"4";"890"
"monemail220526@test.test";"1";"105"
"monemail220526@test.test";"4";"935"
"monemail220528@test.test";"1";"110"
"monemail220528@test.test";"4";"685"
"monemail220529@test.test";"2";"383"
"monemail220529@test.test";"4";"990"
"monemail220530@test.test";"1";"103"
"monemail220530@test.test";"4";"530"
"monemail220532@test.test";"1";"84"
"monemail220532@test.test";"4";"545"
"monemail220533@test.test";"2";"160"
"monemail220533@test.test";"4";"400"
"monemail220535@test.test";"2";"233"
"monemail220535@test.test";"4";"960"
"monemail220536@test.test";"5";"96"
"monemail220536@test.test";"2";"263"
"monemail220537@test.test";"1";"111"
"monemail220537@test.test";"4";"865"
"monemail220538@test.test";"2";"207"
"monemail220538@test.test";"4";"445"
"monemail220539@test.test";"1";"66"
"monemail220539@test.test";"4";"880"
"monemail220540@test.test";"2";"267"
"monemail220540@test.test";"4";"920"
"monemail220541@test.test";"5";"90"
"monemail220541@test.test";"2";"200"
"monemail220542@test.test";"1";"88"
"monemail220542@test.test";"4";"880"
"monemail220543@test.test";"1";"97"
"monemail220543@test.test";"4";"945"
"monemail220544@test.test";"2";"317"
"monemail220544@test.test";"4";"905"
"monemail220545@test.test";"2";"247"
"monemail220545@test.test";"4";"685"
"monemail220546@test.test";"1";"89"
"monemail220546@test.test";"4";"950"
"monemail220547@test.test";"1";"100"
"monemail220547@test.test";"4";"795"
"monemail220548@test.test";"1";"145"
"monemail220548@test.test";"4";"875"
"monemail220549@test.test";"2";"300"
"monemail220549@test.test";"4";"975"
"monemail220550@test.test";"2";"260"
"monemail220550@test.test";"4";"835"
"monemail220551@test.test";"1";"120"
"monemail220551@test.test";"4";"880"
"monemail220553@test.test";"2";"307"
"monemail220553@test.test";"4";"920"
"monemail220554@test.test";"1";"89"
"monemail220554@test.test";"4";"955"
"monemail220555@test.test";"2";"293"
"monemail220555@test.test";"4";"865"
"monemail220556@test.test";"2";"223"
"monemail220556@test.test";"4";"950"
"monemail220557@test.test";"2";"160"
"monemail220557@test.test";"4";"640"
"monemail220558@test.test";"1";"102"
"monemail220558@test.test";"4";"965"
"monemail220559@test.test";"2";"263"
"monemail220559@test.test";"4";"960"
"monemail220561@test.test";"2";"193"
"monemail220561@test.test";"4";"815"
"monemail220562@test.test";"1";"94"
"monemail220562@test.test";"4";"935"
"monemail220565@test.test";"1";"104"
"monemail220565@test.test";"4";"895"
"monemail220566@test.test";"1";"150"
"monemail220566@test.test";"4";"870"
"monemail220568@test.test";"1";"79"
"monemail220568@test.test";"4";"895"
"monemail220569@test.test";"1";"91"
"monemail220569@test.test";"4";"860"
"monemail220570@test.test";"1";"106"
"monemail220570@test.test";"4";"805"
"monemail220571@test.test";"1";"98"
"monemail220571@test.test";"4";"810"
"monemail220572@test.test";"2";"173"
"monemail220572@test.test";"4";"795"
"monemail220575@test.test";"2";"210"
"monemail220575@test.test";"4";"845"
"monemail220577@test.test";"1";"116"
"monemail220577@test.test";"4";"880"
"monemail220578@test.test";"1";"113"
"monemail220578@test.test";"4";"725"
"monemail220579@test.test";"1";"114"
"monemail220579@test.test";"4";"860"
"monemail220581@test.test";"1";"107"
"monemail220581@test.test";"4";"840"
"monemail220582@test.test";"1";"127"
"monemail220582@test.test";"4";"990"
"monemail220583@test.test";"2";"290"
"monemail220583@test.test";"4";"985"
"monemail220584@test.test";"2";"290"
"monemail220584@test.test";"4";"785"
"monemail220585@test.test";"1";"71"
"monemail220585@test.test";"4";"815"
"monemail220587@test.test";"5";"99"
"monemail220587@test.test";"2";"177"
"monemail220589@test.test";"2";"173"
"monemail220589@test.test";"4";"605"
"monemail220590@test.test";"1";"102"
"monemail220590@test.test";"4";"905"
"monemail220594@test.test";"2";"303"
"monemail220594@test.test";"4";"900"
"monemail220595@test.test";"1";"88"
"monemail220595@test.test";"4";"715"
"monemail220596@test.test";"2";"300"
"monemail220596@test.test";"4";"895"
"monemail220597@test.test";"2";"223"
"monemail220597@test.test";"4";"825"
"monemail220599@test.test";"2";"313"
"monemail220599@test.test";"4";"945"
"monemail220600@test.test";"1";"85"
"monemail220600@test.test";"4";"755"
"monemail220601@test.test";"1";"70"
"monemail220601@test.test";"4";"955"
"monemail220602@test.test";"2";"310"
"monemail220602@test.test";"4";"885"
"monemail220603@test.test";"1";"86"
"monemail220603@test.test";"4";"865"
"monemail220604@test.test";"1";"69"
"monemail220604@test.test";"4";"660"
"monemail220605@test.test";"2";"233"
"monemail220605@test.test";"4";"980"
"monemail220608@test.test";"2";"260"
"monemail220608@test.test";"4";"950"
"monemail220609@test.test";"1";"99"
"monemail220609@test.test";"4";"900"
"monemail220610@test.test";"2";"337"
"monemail220610@test.test";"4";"745"
"monemail220612@test.test";"2";"197"
"monemail220612@test.test";"4";"925"
"monemail220613@test.test";"1";"112"
"monemail220613@test.test";"4";"805"
"monemail220614@test.test";"8";"59"
"monemail220614@test.test";"1";"94"
"monemail220615@test.test";"2";"203"
"monemail220615@test.test";"4";"905"
"monemail220616@test.test";"2";"250"
"monemail220616@test.test";"4";"950"
"monemail220617@test.test";"2";"247"
"monemail220617@test.test";"4";"835"
"monemail220618@test.test";"2";"337"
"monemail220618@test.test";"4";"885"
"monemail220620@test.test";"1";"83"
"monemail220620@test.test";"4";"885"
"monemail220623@test.test";"1";"100"
"monemail220623@test.test";"4";"930"
"monemail220624@test.test";"1";"96"
"monemail220624@test.test";"4";"850"
"monemail220625@test.test";"2";"253"
"monemail220625@test.test";"4";"990"
"monemail220626@test.test";"1";"88"
"monemail220626@test.test";"4";"870"
"monemail220627@test.test";"1";"101"
"monemail220627@test.test";"4";"965"
"monemail220629@test.test";"2";"187"
"monemail220629@test.test";"4";"940"
"monemail220630@test.test";"1";"86"
"monemail220630@test.test";"4";"785"
"monemail220631@test.test";"5";"94"
"monemail220631@test.test";"1";"84"
"monemail220632@test.test";"2";"227"
"monemail220632@test.test";"4";"870"
"monemail220633@test.test";"2";"180"
"monemail220633@test.test";"4";"785"
"monemail220638@test.test";"8";"65"
"monemail220638@test.test";"2";"277"
"monemail220639@test.test";"2";"310"
"monemail220639@test.test";"4";"895"
"monemail220640@test.test";"2";"247"
"monemail220640@test.test";"4";"735"
"monemail220642@test.test";"2";"273"
"monemail220642@test.test";"4";"965"
"monemail220646@test.test";"2";"273"
"monemail220646@test.test";"4";"940"
"monemail220647@test.test";"2";"250"
"monemail220647@test.test";"4";"915"
"monemail220648@test.test";"2";"267"
"monemail220648@test.test";"4";"850"
"monemail220649@test.test";"1";"110"
"monemail220649@test.test";"4";"905"
"monemail220650@test.test";"2";"137"
"monemail220650@test.test";"4";"775"
"monemail220651@test.test";"1";"84"
"monemail220651@test.test";"4";"665"
"monemail220652@test.test";"2";"227"
"monemail220652@test.test";"4";"910"
"monemail220655@test.test";"1";"121"
"monemail220655@test.test";"4";"855"
"monemail220658@test.test";"1";"122"
"monemail220658@test.test";"4";"935"
"monemail220659@test.test";"1";"107"
"monemail220659@test.test";"4";"975"
"monemail220660@test.test";"2";"320"
"monemail220660@test.test";"4";"905"
"monemail220661@test.test";"2";"247"
"monemail220661@test.test";"4";"855"
"monemail220662@test.test";"2";"283"
"monemail220662@test.test";"4";"845"
"monemail220663@test.test";"1";"79"
"monemail220663@test.test";"4";"880"
"monemail220665@test.test";"1";"93"
"monemail220665@test.test";"4";"935"
"monemail220666@test.test";"2";"300"
"monemail220666@test.test";"4";"805"
"monemail220668@test.test";"2";"217"
"monemail220668@test.test";"4";"895"
"monemail220669@test.test";"2";"337"
"monemail220669@test.test";"4";"880"
"monemail220670@test.test";"2";"310"
"monemail220670@test.test";"4";"900"
"monemail220671@test.test";"1";"123"
"monemail220671@test.test";"4";"815"
"monemail220672@test.test";"1";"86"
"monemail220672@test.test";"4";"710"
"monemail220673@test.test";"1";"103"
"monemail220673@test.test";"4";"905"
"monemail220674@test.test";"1";"85"
"monemail220674@test.test";"4";"760"
"monemail220677@test.test";"2";"330"
"monemail220677@test.test";"4";"945"
"monemail220678@test.test";"2";"253"
"monemail220678@test.test";"4";"860"
"monemail220682@test.test";"1";"82"
"monemail220682@test.test";"4";"830"
"monemail220684@test.test";"1";"80"
"monemail220684@test.test";"4";"830"
"monemail220685@test.test";"2";"273"
"monemail220685@test.test";"4";"810"
"monemail220687@test.test";"2";"243"
"monemail220687@test.test";"4";"990"
"monemail220689@test.test";"1";"98"
"monemail220689@test.test";"4";"915"
"monemail220692@test.test";"2";"153"
"monemail220692@test.test";"4";"670"
"monemail220693@test.test";"2";"223"
"monemail220693@test.test";"4";"795"
"monemail220696@test.test";"1";"100"
"monemail220696@test.test";"4";"850"
"monemail220698@test.test";"2";"317"
"monemail220698@test.test";"4";"855"
"monemail220699@test.test";"1";"86"
"monemail220699@test.test";"4";"675"
"monemail220701@test.test";"2";"220"
"monemail220701@test.test";"4";"980"
"monemail220704@test.test";"1";"115"
"monemail220704@test.test";"4";"960"
"monemail220706@test.test";"1";"101"
"monemail220706@test.test";"4";"805"
"monemail220708@test.test";"2";"300"
"monemail220708@test.test";"4";"815"
"monemail220709@test.test";"1";"71"
"monemail220709@test.test";"4";"875"
"monemail220710@test.test";"1";"91"
"monemail220710@test.test";"4";"880"
"monemail220713@test.test";"1";"108"
"monemail220713@test.test";"4";"915"
"monemail220715@test.test";"2";"247"
"monemail220715@test.test";"4";"960"
"monemail220716@test.test";"2";"227"
"monemail220716@test.test";"4";"945"
"monemail220717@test.test";"1";"83"
"monemail220717@test.test";"4";"720"
"monemail220719@test.test";"2";"233"
"monemail220719@test.test";"4";"925"
"monemail220720@test.test";"2";"237"
"monemail220720@test.test";"4";"845"
"monemail220721@test.test";"2";"257"
"monemail220721@test.test";"4";"900"
"monemail220722@test.test";"2";"347"
"monemail220722@test.test";"4";"945"
"monemail220723@test.test";"2";"243"
"monemail220723@test.test";"4";"910"
"monemail220724@test.test";"2";"153"
"monemail220724@test.test";"4";"805"
"monemail220725@test.test";"2";"250"
"monemail220725@test.test";"4";"755"
"monemail220726@test.test";"2";"193"
"monemail220726@test.test";"4";"670"
"monemail220728@test.test";"2";"280"
"monemail220728@test.test";"4";"965"
"monemail220730@test.test";"2";"227"
"monemail220730@test.test";"4";"905"
"monemail220732@test.test";"1";"95"
"monemail220732@test.test";"4";"830"
"monemail220733@test.test";"2";"280"
"monemail220733@test.test";"4";"920"
"monemail220734@test.test";"1";"82"
"monemail220734@test.test";"4";"815"
"monemail220735@test.test";"1";"112"
"monemail220735@test.test";"4";"845"
"monemail220736@test.test";"2";"163"
"monemail220736@test.test";"4";"600"
"monemail220738@test.test";"2";"300"
"monemail220738@test.test";"4";"825"
"monemail220739@test.test";"2";"233"
"monemail220739@test.test";"4";"880"
"monemail220740@test.test";"2";"203"
"monemail220740@test.test";"4";"720"
"monemail220741@test.test";"2";"393"
"monemail220741@test.test";"4";"860"
"monemail220743@test.test";"2";"143"
"monemail220743@test.test";"4";"920"
"monemail220745@test.test";"1";"77"
"monemail220745@test.test";"4";"905"
"monemail220746@test.test";"2";"253"
"monemail220746@test.test";"4";"955"
"monemail220748@test.test";"1";"99"
"monemail220748@test.test";"4";"905"
"monemail220749@test.test";"1";"83"
"monemail220749@test.test";"4";"745"
"monemail220750@test.test";"2";"340"
"monemail220750@test.test";"4";"935"
"monemail220753@test.test";"2";"277"
"monemail220753@test.test";"4";"950"
"monemail220754@test.test";"2";"253"
"monemail220754@test.test";"4";"885"
"monemail220755@test.test";"2";"280"
"monemail220755@test.test";"4";"840"
"monemail220757@test.test";"2";"217"
"monemail220757@test.test";"4";"895"
"monemail220758@test.test";"2";"253"
"monemail220758@test.test";"4";"875"
"monemail220759@test.test";"1";"75"
"monemail220759@test.test";"4";"550"
"monemail220761@test.test";"2";"243"
"monemail220761@test.test";"4";"765"
"monemail220762@test.test";"5";"92"
"monemail220762@test.test";"2";"307"
"monemail220764@test.test";"1";"121"
"monemail220764@test.test";"4";"845"
"monemail220765@test.test";"2";"323"
"monemail220765@test.test";"4";"960"
"monemail220766@test.test";"2";"300"
"monemail220766@test.test";"4";"910"
"monemail220768@test.test";"1";"116"
"monemail220768@test.test";"4";"860"
"monemail220769@test.test";"1";"48"
"monemail220769@test.test";"4";"805"
"monemail220770@test.test";"2";"287"
"monemail220770@test.test";"4";"750"
"monemail220772@test.test";"2";"287"
"monemail220772@test.test";"4";"945"
"monemail220774@test.test";"1";"133"
"monemail220774@test.test";"4";"940"
"monemail220776@test.test";"2";"253"
"monemail220776@test.test";"4";"900"
"monemail220777@test.test";"1";"78"
"monemail220777@test.test";"4";"595"
"monemail220779@test.test";"2";"237"
"monemail220779@test.test";"4";"755"
"monemail220780@test.test";"2";"210"
"monemail220780@test.test";"4";"760"
"monemail220781@test.test";"8";"73"
"monemail220781@test.test";"2";"203"
"monemail220783@test.test";"2";"200"
"monemail220783@test.test";"4";"760"
"monemail220785@test.test";"2";"303"
"monemail220785@test.test";"4";"935"
"monemail220786@test.test";"1";"121"
"monemail220786@test.test";"4";"670"
"monemail220789@test.test";"2";"227"
"monemail220789@test.test";"4";"835"
"monemail220791@test.test";"1";"86"
"monemail220791@test.test";"4";"820"
"monemail220792@test.test";"1";"66"
"monemail220792@test.test";"4";"340"
"monemail220794@test.test";"1";"122"
"monemail220794@test.test";"4";"905"
"monemail220796@test.test";"2";"203"
"monemail220796@test.test";"4";"860"
"monemail220797@test.test";"2";"453"
"monemail220797@test.test";"4";"915"
"monemail220798@test.test";"2";"280"
"monemail220798@test.test";"4";"965"
"monemail220801@test.test";"1";"93"
"monemail220801@test.test";"4";"790"
"monemail220802@test.test";"1";"67"
"monemail220802@test.test";"4";"755"
"monemail220803@test.test";"2";"140"
"monemail220803@test.test";"4";"890"
"monemail220804@test.test";"1";"99"
"monemail220804@test.test";"4";"815"
"monemail220805@test.test";"2";"217"
"monemail220805@test.test";"4";"990"
"monemail220806@test.test";"2";"190"
"monemail220806@test.test";"4";"895"
"monemail220807@test.test";"1";"103"
"monemail220807@test.test";"4";"860"
"monemail220808@test.test";"1";"80"
