"email";"bacSupYear";"bacSupDiploma";"bacSupDiplomaChannel";"bacSupDiplomaDetails";"bacSupEstablishment";"bacSupEstablishmentPostalCode";"bacSupEstablishmentCity";"bacSupEstablishmentCountry";"schoolReportType";"schoolReportAverage1";"schoolReportSavedAverage1";"schoolReportAverageNonStandard1";"schoolReportMedia1Status";"schoolReportAverage2";"schoolReportSavedAverage2";"schoolReportAverageNonStandard2";"schoolReportMedia2Status";"bacSupDual";"bacSupDualDiploma";"bacSupDualDiplomaChannel";"bacSupDualDiplomaDetails";"bacSupDualEstablishment";"bacSupDualEstablishmentPostalCode";"bacSupDualEstablishmentCity";"bacSupDualEstablishmentCountry";"bacSupDualSchoolReportType";"bacSupDualSchoolReportAverage1";"bacSupDualSchoolReportSavedAverage1";"bacSupDualSchoolReportAverageNonStandard1";"bacSupDualSchoolReportMedia1Status";"bacSupDualSchoolReportAverage2";"bacSupDualSchoolReportSavedAverage2";"bacSupDualSchoolReportAverageNonStandard2";"bacSupDualSchoolReportMedia2Status"
"monemail220138@test.test";"2020";"LICENCE 3";"ÉCONOMIE ET GESTION";;"SKEMA BUSINESS SCHOOL";"06902";"VALBONNE";"FRA";"Annuel";"12.73";"12.73";"0";"approved";"12.73";"12.73";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail220139@test.test";"2021";"LICENCE 2";" Autre - Préciser";"ESDHEM";"SKEMA BUSINESS SCHOOL";"59777";"LILLE";"FRA";"Annuel";"12.75";"12.75";"0";"approved";"12.75";"12.75";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail220140@test.test";"2018";"DIPLÔME D'INGENIEUR";"Préciser l'intitulé";"DIPLÔME D'INGÉNIEUR GÉNÉRALISTE";"IMT MINES ALÈS";"30100";"ALÈS";"FRA";"Semestriel";"10.14";"10.14";"0";"approved";"10.68";"10.68";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail220141@test.test";"2020";"LICENCE 3";"ÉCONOMIE ET GESTION";;"UNIVERSITÉ PARIS NANTERRE";"92000";"NANTERRE";"FRA";"Semestriel";"13.42";"13.42";"0";"approved";"14.02";"14.02";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail220142@test.test";"2019";"Diplôme homologué niveau II RNCP";"Préciser l'intitulé";"BACHELOR PRODUITS FINANCIERS, IMMOBILIER ET ASSURANCES";"INSEEC BACHELOR";"75016";"PARIS";"FRA";"Annuel";"13.93";"13.93";"0";"approved";"13.93";"13.93";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail220143@test.test";"2020";"LICENCE 3";"ÉCONOMIE ET GESTION";;"IAE NANTES-INSTITUT D'ÉCONOMIE ET DE MANAGEMENT";"44300";" NANTES";"FRA";"Annuel";"14.49";"14.49";"0";"approved";"14.49";"14.49";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail220144@test.test";"2020";"LICENCE 3";" Autre - Préciser";"ESDHEM";"SKEMA BUSINESS SCHOOL";"06902";"VALBONNE";"FRA";"Annuel";"10.69";"10.69";"0";"approved";"10.69";"10.69";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail220146@test.test";"2020";"LICENCE 3";"ÉCONOMIE ET GESTION";;"LYCÉE RENÉ CASSIN / FACULTÉ SCIENCE ÉCONOMIQUE ET GESTION ";"67000";"STRASBOURG";"FRA";"Semestriel";"14.11";"14.11";"0";"approved";"11.07";"11.07";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail220147@test.test";"2021";"LICENCE 2";"ÉCONOMIE ET GESTION";;"SKEMA BUSINESS SCHOOL";"59777 ";" LILLE";"FRA";"Semestriel";"7.47";"7.47";"0";"approved";"7.15";"7.15";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail220148@test.test";"2020";"Autre diplôme (nous contacter)";NULL;"ESDHEM";"SKEMA";"06902";"VALBONNE";"FRA";"Annuel";"11.47";"11.47";"0";"approved";"11.47";"11.47";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail220149@test.test";"2020";"LICENCE 3";"ÉCONOMIE ET GESTION";;"SKEMA BUSINESS SCHOOL";"06902";"VALBONNE ";"FRA";"Semestriel";"13.02";"13.02";"0";"approved";"15.74";"15.74";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail220150@test.test";"2018";"Diplôme homologué niveau II RNCP";"Préciser l'intitulé";"MARKETING DU LUXE";"INSTITUT SUPERIEUR DE MARKETING DU LUXE";"92415";"COURBEVOIE";"FRA";"Annuel";"16.33";"16.33";"0";"approved";"16.33";"16.33";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail220152@test.test";"2018";"LICENCE 3";"ÉCONOMIE ET GESTION";;"SKEMA BUSINESS SCHOOL - ESDHEM L3";"06110";"LE CANNET";"FRA";"Semestriel";"12.54";"12.54";"0";"approved";"11.82";"11.82";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail220154@test.test";"2020";"LICENCE 3";"ÉCONOMIE ET GESTION";;"FACULTÉ SCIENCES ECONOMIQUES ET GESTION";"67000";"STRASBOURG ";"FRA";"Semestriel";"10.93";"10.93";"0";"approved";"12.08";"12.08";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail220156@test.test";"2021";"LICENCE 2";"GESTION";;"UNIVERSITÉ CATHOLIQUE DE LILLE";"62215";"OYE-PLAGE";"FRA";"Semestriel";"15.07";"15.07";"0";"approved";"14.31";"14.31";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail220157@test.test";"2020";"LICENCE 3";"ÉCONOMIE ET GESTION";;"UNIVERSITÉ DE STRASBOURG";"67000";"STRASBOURG";"FRA";"Semestriel";"14.86";"14.86";"0";"approved";"13.65";"13.65";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail220158@test.test";"2020";"LICENCE 2";" Autre - Préciser";"ESDHEM";"ESDHEM SKEMA BUSINESS SCHOOL LILLE";"59777";"LILLE";"FRA";"Semestriel";"16.10";"16.10";"0";"approved";"15.00";"15.00";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail220160@test.test";"2019";"LICENCE 3";"ÉCONOMIE ET GESTION";;"SKEMA BUSINESS SCHOOL - CAMPUS DE SOPHIA ANTIPOLIS";"06902";"SOPHIA ANTIPOLIS";"FRA";"Semestriel";"12.38";"12.38";"0";"approved";"15.29";"15.29";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail220161@test.test";"2021";"LICENCE 2";"ÉCONOMIE ET GESTION";;"SKEMA ";"59777";"LILLE";"FRA";"Semestriel";"11.54";"11.54";"0";"approved";"13.27";"13.27";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail220164@test.test";"2020";"LICENCE 3";"SCIENCE POLITIQUE ";;"INSTITUT CATHOLIQUE DE PARIS ";"75006";"PARIS ";"FRA";"Annuel";"12.54";"12.54";"0";"approved";"12.54";"12.54";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail220165@test.test";"2018";"LICENCE 3";"ÉCONOMIE ET GESTION";;"SKEMA BUSINESS SCHOOL";"06902";"VALBONNE";"FRA";"Semestriel";"13.57";"13.57";"0";"approved";"13.49";"13.49";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail220167@test.test";"2021";"LICENCE 2";"DROIT";;"ESDHEM ";"59777";"LILLE";"FRA";"Annuel";"14.93";"14.93";"0";"approved";"14.93";"14.93";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail220168@test.test";"2021";"LICENCE 2";"ÉCONOMIE ET GESTION";;"ESDHEM";"59777";"LILLE";"FRA";"Semestriel";"5.70";"5.70";"0";"approved";"6.00";"6.00";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail220169@test.test";"2018";"LICENCE 3";"ÉCONOMIE ET GESTION";;"SKEMA BUSINESS SCHOOL";"06902 ";"VALBONNE";"FRA";"Semestriel";"10.07";"10.07";"0";"approved";"11.31";"11.31";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail220170@test.test";"2020";"LICENCE 3";"ÉCONOMIE";;"PANTHÉON-SORBONNE";"75005";"PARIS";"FRA";"Semestriel";"12.50";"12.50";"0";"approved";"11.82";"11.82";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail220171@test.test";"2020";"DUT";"INFORMATION COMMUNICATION";;"UNIVERSITE DE PARIS ";"75016";"PARIS";"FRA";"Semestriel";"12.61";"12.61";"0";"approved";"13.86";"13.86";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail220172@test.test";"2020";"DCG 3ème année (Bac+3 homologué)";"Préciser l'intitulé";"DIPLOME DE COMPTABILITÉ GESTION ";"LYCÉE MARGUERITE YOURCENAR";"72000";"LE MANS";"FRA";"Annuel";"11.00";"11.00";"0";"approved";"11.00";"11.00";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail220173@test.test";"2021";"LICENCE 2";"ÉCONOMIE ET GESTION";;"ESDHEM";"59777";"LILLE";"FRA";"Annuel";"13.02";"13.02";"0";"approved";"13.02";"13.02";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail220174@test.test";"2020";"CPGE ENS CACHAN D2 (2ème année)";"ÉCONOMIE GESTION";;"LYCÉE JEAN MERMOZ";"34000";"MONTPELLIER";"FRA";"Semestriel";"12.39";"12.39";"0";"approved";"12.09";"12.09";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail220175@test.test";"2020";"LICENCE 3";"ÉCONOMIE ET GESTION";;"UNIVERSITÉ ANGERS";"49100";"ANGERS";"FRA";"Semestriel";"12.81";"12.81";"0";"approved";"16.60";"16.60";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail220178@test.test";"2020";"LICENCE 3";"ADMINISTRATION ECONOMIQUE ET SOCIALE";;"UNIVERSITÉ PARIS SACLAY";"78280";"GUYANCOURT";"FRA";"Semestriel";"12.40";"12.40";"0";"approved";"13.30";"13.30";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail220180@test.test";"2020";"LICENCE 3";"ÉCONOMIE ET GESTION";;"SKEMA BUSINESS SCHOOL ESDHEM / ULCO";"59777";"LILLE";"FRA";"Annuel";"13.39";"13.39";"0";"approved";"13.39";"13.39";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail220181@test.test";"2018";"LICENCE 3";"ADMINISTRATION ECONOMIQUE ET SOCIALE";;"UNIVERSITÉ DE POITIERS, FACULTÉ DE DROIT ET SCIENCES SOCIALES";"86000";"POITIERS";"FRA";"Annuel";"11.62";"11.62";"1";"approved";"11.62";"11.62";"1";"approved";"0";;;;;;;;;;;;;;;;
"monemail220182@test.test";"2020";"LICENCE 3";"ÉCONOMIE ET GESTION";;"SKEMA BUSINESS SCHOOL";"59777";"LILLE";"FRA";"Semestriel";"13.04";"13.04";"0";"approved";"10.56";"10.56";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail220183@test.test";"2021";"LICENCE 2";" Autre - Préciser";"ESDHEM";"SKEMA BUSINESS SCHOOL";"59777";"LILLE";"FRA";"Semestriel";"16.01";"16.01";"0";"approved";"16.15";"16.15";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail220184@test.test";"2021";"LICENCE 2";"ÉCONOMIE ET GESTION";;"ESHEM";"59777";"LILLE";"FRA";"Semestriel";"12.70";"12.70";"0";"approved";"14.31";"14.31";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail220186@test.test";"2018";"BTS";"NEGOCIATION ET RELATION CLIENT";;"IFTE SUD";"13300";"SALON DE PROVENCE";"FRA";"Semestriel";"8.83";"8.83";"0";"approved";"10.10";"10.10";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail220187@test.test";"2020";"LICENCE 3";"ÉCONOMIE ET GESTION";;"ISTC";"59800";"LILLE";"FRA";"Annuel";"14.60";"14.60";"0";"approved";"14.60";"14.60";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail220188@test.test";"2020";"LICENCE 2";"GESTION";;"UNIVERSITÉ CATHOLIQUE DE LILLE";"59800";"LILLE";"FRA";"Semestriel";"12.43";"12.43";"0";"approved";"12.03";"12.03";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail220189@test.test";"2021";"LICENCE 2";"ÉCONOMIE ET GESTION";;"INSTITUT CATHOLIQUE DE LILLE";"59016";"LILLE";"FRA";"Annuel";"14.16";"14.16";"0";"approved";"14.16";"14.16";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail220190@test.test";"2020";"LICENCE 3";" Autre - Préciser";"ESDHEM ";"SKEMA BUSINESS SCHOOL";"06902";"SOPHIA ANTIPOLIS";"FRA";"Semestriel";"11.47";"11.47";"0";"approved";"12.04";"12.04";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail220191@test.test";"2021";"CPGE ENS CACHAN D2 (2ème année)";"ÉCONOMIE GESTION";;"LYCÉE JEAN MERMOZ";"34000";"MONTPELLIER";"FRA";"Semestriel";"10.69";"10.69";"0";"approved";"12.00";"12.00";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail220193@test.test";"2019";"BTS";" Autre - Préciser";"PROFESSIONS IMMOBILIÈRES";"ISCG";"75012";"PARIS";"FRA";"Semestriel";"13.27";"13.27";"0";"approved";"13.83";"13.83";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail220194@test.test";"2020";"LICENCE 3";"ÉCONOMIE";;"UNIVERSITE DE BORDEAUX";"33600";"PESSAC";"FRA";"Annuel";"12.97";"12.97";"1";"approved";"12.97";"12.97";"1";"approved";"0";;;;;;;;;;;;;;;;
"monemail220195@test.test";"2020";"LICENCE 2";"ÉCONOMIE ET GESTION";;"ESDHEM ";"59777";"LILLE ";"FRA";"Semestriel";"16.20";"16.20";"0";"approved";"15.02";"15.02";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail220197@test.test";"2017";"LICENCE 3";"INFORMATION ET COMMUNICATION";;"CAMPUS LETTRES ET SCIENCES HUMAINES DE NANCY";"54000";"NANCY";"FRA";"Semestriel";"10.92";"10.92";"0";"approved";"16.17";"16.17";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail220199@test.test";"2019";"LICENCE 3";"ÉCONOMIE ET GESTION";;"EUR ELMI";"06300";"NICE";"FRA";"Semestriel";"11.03";"11.03";"0";"approved";"9.65";"9.65";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail220200@test.test";"2021";"LICENCE 2";"DROIT";;"SKEMA BUSINESS SCHOOL ";"59777";"LILLE";"FRA";"Annuel";"13.79";"13.79";"0";"approved";"13.79";"13.79";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail220201@test.test";"2019";"LICENCE 2";"ÉCONOMIE ET GESTION";;"SKEMA BUSINESS SCHOOL";"59777";"EURALILLE";"FRA";"Annuel";"12.91";"12.91";"0";"approved";"12.91";"12.91";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail220202@test.test";"2021";"LICENCE 2";"ÉCONOMIE ET GESTION";;"SKEMA BUSINESS SCHOOL ";"59777";"LILLE";"FRA";"Annuel";"14.05";"14.05";"0";"approved";"14.05";"14.05";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail220203@test.test";"2021";"DUT";"TECHNIQUES DE COMMERCIALISATION";;"IUT SENART FONTAINEBLEAU UPEC";"77127 ";"LIEUSAINT";"FRA";"Semestriel";"11.45";"11.45";"0";"approved";"12.05";"12.05";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail220204@test.test";"2020";"LICENCE 2";"ÉCONOMIE ET GESTION";;"SKEMA BS - ESDHEM";"59777";"LILLE";"FRA";"Annuel";"12.61";"12.61";"0";"approved";"12.61";"12.61";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail220205@test.test";"2020";"LICENCE 3";"GESTION";;"MONTPELLIER MANAGEMENT";"34960";"MONTPELLIER CEDEX 2";"FRA";"Semestriel";"14.70";"14.70";"0";"approved";"13.11";"13.11";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail220206@test.test";"2020";"LICENCE 3";"ÉCONOMIE ET GESTION";;"ESDHEM-SKEMA";"59777";"LILLE";"FRA";"Annuel";"12.48";"12.48";"0";"approved";"12.48";"12.48";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail220207@test.test";"2020";"LICENCE 3";"ÉCONOMIE";;"UNIVERSITÉ PARIS 1 PANTHÉON-SORBONNE";"75231";"PARIS";"FRA";"Annuel";"10.90";"10.90";"0";"approved";"10.90";"10.90";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail220208@test.test";"2019";"LICENCE 3";"ÉCONOMIE ET GESTION";;"SKEMA";"59777";"LILLE";"FRA";"Semestriel";"13.88";"13.88";"0";"approved";"13.21";"13.21";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail220209@test.test";"2021";"LICENCE 2";"ÉCONOMIE ET GESTION";;"ESDHEM-L2";"59777";"LILLE";"FRA";"Annuel";"13.51";"13.51";"0";"approved";"13.51";"13.51";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail220210@test.test";"2021";"LICENCE 2";"ÉCONOMIE ET GESTION";;"ESDHEM - L2";"59777";"LILLE";"FRA";"Annuel";"13.46";"13.46";"0";"approved";"13.46";"13.46";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail220211@test.test";"2020";"LICENCE 3";"ADMINISTRATION ECONOMIQUE ET SOCIALE";;"UFR ROUEN";"76000";"ROUEN";"FRA";"Semestriel";"11.21";"11.21";"0";"approved";"11.08";"11.08";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail220212@test.test";"2019";"LICENCE 3";"ÉCONOMIE ET GESTION";;"UNIVERSITÉ BORDEAUX MONTESQUIEU";"33600";"PESSAC";"FRA";"Annuel";"11.74";"11.74";"0";"approved";"11.74";"11.74";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail220213@test.test";"2021";"LICENCE 2";"ÉCONOMIE ET GESTION";;"ESDHEM - SKEMA";"59777";"LILLE";"FRA";"Annuel";"11.14";"11.14";"0";"approved";"11.14";"11.14";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail220214@test.test";"2020";"LICENCE 2";"ÉCONOMIE ET GESTION";;"SKEMA";"59777";"LILLE";"FRA";"Annuel";"9.27";"9.27";"0";"approved";"9.27";"9.27";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail220215@test.test";"2021";"LICENCE 2";"ÉCONOMIE ET GESTION";;" SKEMA BUSINESS SCHOOL";"59777 ";"LILLE";"FRA";"Semestriel";"12.02";"12.02";"0";"approved";"12.06";"12.06";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail220216@test.test";"2021";"LICENCE 2";" Autre - Préciser";"ESDHEM";"SKEMA BUSINESS SCHOOL";"59777";"LILLE";"FRA";"Annuel";"13.22";"13.22";"0";"approved";"13.22";"13.22";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail220217@test.test";"2021";"LICENCE 2";" Autre - Préciser";"ESDHEM";"SKEMA BUSINESS SCHOOL";"59777";"LILLE";"FRA";"Semestriel";"13.56";"13.56";"0";"approved";"14.26";"14.26";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail220218@test.test";"2021";"DUT";"GESTION DES ENTREPRISES ET DES ADMINISTRATIONS - GESTION COMPTABLE ET FINANCIERE";;"UNIVERSITE GRENOBLE ALPES";"38000";"GRENOBLE";"FRA";"Semestriel";"13.47";"13.47";"0";"approved";"13.40";"13.40";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail220219@test.test";"2021";"LICENCE 2";"ÉCONOMIE ET GESTION";;"ESDHEM";"59777";"EURALILLE";"FRA";"Annuel";"14.26";"14.26";"0";"approved";"14.26";"14.26";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail220220@test.test";"2021";"LICENCE 2";"ÉCONOMIE ET GESTION";;"ESDHEM";"59777";"EURALILLE";"FRA";"Semestriel";"12.70";"12.70";"0";"approved";"14.46";"14.46";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail220221@test.test";"2020";"DUT";"TECHNIQUES DE COMMERCIALISATION";;"UNIVERSITÉ DE ROUEN NORMANDIE";"76000";"ROUEN";"FRA";"Semestriel";"9.77";"9.77";"0";"approved";"12.96";"12.96";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail220222@test.test";"2020";"LICENCE 2";"ÉCONOMIE ET GESTION";;"SKEMA BUSINESS SCHOOL / ESDHEM";"59777";"LILLE";"FRA";"Annuel";"11.78";"11.78";"0";"approved";"11.78";"11.78";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail220224@test.test";"2019";"LICENCE 3";"ÉCONOMIE ET GESTION";;"SKEMA BS";"92150";"SURESNES";"FRA";"Semestriel";"11.38";"11.38";"0";"approved";"10.96";"10.96";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail220225@test.test";"2021";"BTS";" Autre - Préciser";"MANAGEMENT COMMERCIAL OPÉRATIONNEL";"STANISLAS CANNES";"06400";"CANNES";"FRA";"Semestriel";"13.60";"13.60";"0";"approved";"14.00";"14.00";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail220226@test.test";"2021";"BTS";"MANAGEMENT DES UNITES COMMERCIALES";;"STANISLAS CANNES ";"06414";"CANNES CEDEX";"FRA";"Semestriel";"14.80";"14.80";"0";"approved";"15.10";"15.10";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail220227@test.test";"2021";"LICENCE 2";"ÉCONOMIE ET GESTION";;"ESDHEM SKEMA LILLE";"59710";"ENNEVELIN";"FRA";"Annuel";"13.46";"13.46";"0";"approved";"13.46";"13.46";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail220228@test.test";"2021";"LICENCE 2";"ÉCONOMIE ET GESTION";;"L’ESDHEM- SKEMA LILLE";"59177";"LILLE";"FRA";"Annuel";"13.39";"13.39";"0";"approved";"13.39";"13.39";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail220229@test.test";"2021";"LICENCE 2";"ÉCONOMIE ET GESTION";;"SKEMA ";"59777";"LILLE";"FRA";"Annuel";"12.40";"12.40";"0";"approved";"12.40";"12.40";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail220231@test.test";"2021";"LICENCE 2";"GESTION";;"UNIVERSITÉ CATHOLIQUE DE LILLE";"59800";"LILLE";"FRA";"Semestriel";"14.26";"14.26";"0";"approved";"14.17";"14.17";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail220232@test.test";"2021";"LICENCE 2";"GESTION";;"UNIVERSITÉ CATHOLIQUE DE LILLE";"59800";"LILLE";"FRA";"Semestriel";"14.02";"14.02";"0";"approved";"12.56";"12.56";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail220233@test.test";"2021";"BTS";"MANAGEMENT DES UNITES COMMERCIALES";;"STANISLAS CANNES ";"06400";"CANNES ";"FRA";"Semestriel";"14.00";"14.00";"0";"approved";"14.90";"14.90";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail220234@test.test";"2021";"LICENCE 2";"ÉCONOMIE ET GESTION";;"SKEMA BUSINESS SCHOOL";"59777";"LILLE";"FRA";"Semestriel";"10.21";"10.21";"0";"approved";"10.33";"10.33";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail220236@test.test";"2018";"Bachelor obtenu en France et visé par le MESR";"Préciser l'intitulé";"INTERNATIONAL BUSINESS";"PPA";"75014";"PARIS";"FRA";"Annuel";"15.60";"15.60";"0";"approved";"15.60";"15.60";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail220237@test.test";"2021";"LICENCE 2";"ÉCONOMIE ET GESTION";;"ESDHEM";"59777";"EURALILLE";"FRA";"Semestriel";"7.70";"7.70";"0";"approved";"7.10";"7.10";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail220238@test.test";"2021";"LICENCE 2";"ÉCONOMIE ET GESTION";;"UNIVERSITÉ CATHOLIQUE DE LILLE";"59000";"LILLE";"FRA";"Semestriel";"12.27";"12.27";"0";"approved";"12.29";"12.29";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail220239@test.test";"2021";"LICENCE 2";"ÉCONOMIE ET GESTION";;"ESDHEM SKEMA";"59777";"LILLE";"FRA";"Semestriel";"5.40";"5.40";"0";"approved";"5.70";"5.70";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail220240@test.test";"2020";"BTS";"NEGOCIATION ET RELATION CLIENT";;"LYCÉE AMBROISE PARÉ ";"53013";"LAVAL";"FRA";"Semestriel";"15.00";"15.00";"0";"approved";"15.20";"15.20";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail220241@test.test";"2021";"BTS";"COMMERCE INTERNATIONAL";;"ITIC PARIS";"75020";"PARIS";"FRA";"Semestriel";"13.92";"13.92";"0";"approved";"14.19";"14.19";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail220242@test.test";"2021";"BTS";"COMPTABILITÉ ET GESTION";;"SAINTE-MARIE LYON - MADE IN ";"69321";"LYON CEDEX 05";"FRA";"Semestriel";"10.60";"10.60";"0";"approved";"11.60";"11.60";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail220243@test.test";"2020";"LICENCE 3";"SCIENCE POLITIQUE ";;"ICES ";"85000";"LA ROCHE-SUR-YON";"FRA";"Semestriel";"10.33";"10.33";"0";"approved";"12.89";"12.89";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail220244@test.test";"2020";"LICENCE 3";"ÉCONOMIE ET GESTION";;"ESDHEM";"59777 ";"LILLE";"FRA";"Annuel";"14.66";"14.66";"0";"approved";"14.66";"14.66";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail220246@test.test";"2019";"LICENCE 3";"DROIT";;"NANTERRE UNIVERSITÉ";"92000";"NANTERRE";"FRA";"Annuel";"10.78";"10.78";"0";"approved";"10.78";"10.78";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail220247@test.test";"2020";"LICENCE 3";"DROIT";;"UNIVERSITE PANTHEON ASSAS (PARIS II)";"75006";"PARIS";"FRA";"Annuel";"12.85";"12.85";"0";"approved";"12.85";"12.85";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail220248@test.test";"2020";"LICENCE 2";"ÉCONOMIE ET GESTION";;"ESDHEM";"59777";"LILLE";"FRA";"Semestriel";"11.40";"11.40";"0";"approved";"13.96";"13.96";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail220249@test.test";"2021";"LICENCE 2";"ÉCONOMIE ET GESTION";;"ESDHEM";"59777";"LILLE";"FRA";"Semestriel";"12.87";"12.87";"0";"approved";"14.13";"14.13";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail220251@test.test";"2021";"LICENCE 2";"ÉCONOMIE ET GESTION";;"ESDHEM";"59777";"LILLE";"FRA";"Annuel";"14.01";"14.01";"0";"approved";"14.01";"14.01";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail220252@test.test";"2021";"LICENCE 2";"ÉCONOMIE ET GESTION";;"SKEMA BUSINESS SCHOOL";"59777";"LILLE";"FRA";"Annuel";"14.02";"14.02";"0";"approved";"14.02";"14.02";"0";"approved";"1";;;;;;;;;;;;;;;;
"monemail220253@test.test";"1";"LICENCE 2";"ÉCONOMIE ET GESTION";;"SKEMA BUSINESS SCHOOL ";"59777";"LILLE";"FRA";"Annuel";"14.91";"14.91";"0";"approved";"14.91";"14.91";"0";"approved";"0";;;;;;;;;;;;;;;;
"monemail220254@test.test";"2021";"LICENCE 2";"ÉCONOMIE ET GESTION";;"SKEMA BUSINESS SCHOOL LILLE-ESDHEM";"59777";"LILLE";"FRA";"Annuel";"13.52";"13.52";"0";"approved";"13.52";"13.52";"0";"approved";"1";;;;;;;;;;;;;;;;
