"email";"bacYear";"bacINE";"bacChannel";"bacSerie";"bacDistinction"
"monemail220498@test.test";"2020";"080299835GD";"Général";"Scientifique";"1"
"monemail220499@test.test";"2020";"120739767BD";"Général";"Économique et social";"3"
"monemail220500@test.test";"2020";"050042037GK";"Technologique";"STG";"3"
"monemail220501@test.test";"2020";"120739538EJ";"Général";"Économique et social";"3"
"monemail220502@test.test";"2020";"120739547DK";"Général";"Économique et social";"2"
"monemail220503@test.test";"2019";"070075182ED";"Général";"Scientifique";"3"
"monemail220504@test.test";"2015";"2408009646P";"Général";"Économique et social";"3"
"monemail220505@test.test";"2020";"061191134FF";"Général";"Scientifique";"3"
"monemail220506@test.test";"2019";"071962060AK";"Général";"Économique et social";"3"
"monemail220507@test.test";"2019";"081565017FC";"Général";"Économique et social";"3"
"monemail220508@test.test";"2019";"081403101HF";"Général";"Économique et social";"4"
"monemail220509@test.test";"2018";"153405747EE";"Général";"Scientifique";"2"
"monemail220510@test.test";"2019";"123107387GG";"Technologique";"STG";"2"
"monemail220511@test.test";"2020";"207137378099";"Général";"Économique et social";"3"
"monemail220512@test.test";"2019";"197137110153";"Général";"Scientifique";"3"
"monemail220514@test.test";"2020";"061038864DF";"Général";"Économique et social";"3"
"monemail220517@test.test";"2020";"120881632FK";"Général";"Économique et social";"1"
"monemail220518@test.test";"2020";"090677430BD";"Général";"Scientifique";"3"
"monemail220519@test.test";"2018";"080801975KC";"Général";"Scientifique";"4"
"monemail220521@test.test";"2017";"1610037119X";"Général";"Scientifique";"3"
"monemail220523@test.test";"2020";"100987823EB";"Général";"Économique et social";"1"
"monemail220524@test.test";"2020";"060345531BC";"Général";"Économique et social";"1"
"monemail220525@test.test";"2020";"100947821HK";"Général";"Scientifique";"2"
"monemail220526@test.test";"2020";"01846410140";"Général";"Scientifique";"3"
"monemail220528@test.test";"2020";"080962762DE";"Général";"Économique et social";"1"
"monemail220529@test.test";"2019";"163003155BA";"Général";"Économique et social";"2"
"monemail220530@test.test";"2018";"071201772BB";"Général";"Économique et social";"4"
"monemail220532@test.test";"2020";"071907856JH";"Général";"Scientifique";"2"
"monemail220533@test.test";"2019";"061225512BF";"Général";"Économique et social";"3"
"monemail220535@test.test";"2019";"081707994FD";"Général";"Scientifique";"3"
"monemail220536@test.test";"2019";"110357748CF";"Général";"Économique et social";"1"
"monemail220537@test.test";"2020";"080549695HF";"Général";"Économique et social";"1"
"monemail220538@test.test";"2013";"06816R0EW60";"Général";"Littéraire";"3"
"monemail220539@test.test";"2020";"050142322JC";"Général";"Économique et social";"2"
"monemail220540@test.test";"2018";"060313080GF";"Général";"Économique et social";"3"
"monemail220541@test.test";"2019";"060798774FA";"Général";"Scientifique";"4"
"monemail220542@test.test";"2020";"090905640EE";"Général";"Littéraire";"3"
"monemail220543@test.test";"2020";"061050080HB";"Général";"Économique et social";"2"
"monemail220544@test.test";"2018";"081648098AD";"Général";"Économique et social";"4"
"monemail220545@test.test";"2018";"2511051685F";"Général";"Économique et social";"4"
"monemail220546@test.test";"2020";"070626345DE";"Technologique";"STG";"1"
"monemail220547@test.test";"2020";"071342111DB";"Général";"Scientifique";"3"
"monemail220548@test.test";"2020";"110728770CJ";"Général";"Scientifique";"3"
"monemail220549@test.test";"2018";"153382216AE";"Général";"Économique et social";"2"
"monemail220550@test.test";"2019";"080420597GG";"Général";"Scientifique";"4"
"monemail220551@test.test";"2019";"060843211DK";"Général";"Scientifique";"3"
"monemail220553@test.test";"2018";"071495187CB";"Général";"Scientifique";"3"
"monemail220554@test.test";"2020";"101099564EE";"Général";"Scientifique";"2"
"monemail220555@test.test";"2018";"2311027124E";"Général";"Scientifique";"4"
"monemail220556@test.test";"2019";"060415756BF";"Général";"Scientifique";"3"
"monemail220557@test.test";"2019";"071489749CH";"Général";"Économique et social";"2"
"monemail220558@test.test";"2020";" 060413521BK";"Général";"Économique et social";"2"
"monemail220559@test.test";"2017";"1110014856M";"Général";"Scientifique";"2"
"monemail220561@test.test";"2019";"123049025DE";"Général";"Économique et social";"1"
"monemail220562@test.test";"2020";"060791002GC";"Général";"Économique et social";"3"
"monemail220565@test.test";"2020";"060360394JH";"Général";"Économique et social";"3"
"monemail220566@test.test";"2020";"071974430FF";"Général";"Scientifique";"1"
"monemail220568@test.test";"2020";"100979592CH";"Général";"Économique et social";"2"
"monemail220569@test.test";"2020";"101021850GB";"Général";"Économique et social";"2"
"monemail220570@test.test";"2019";"060953334BB";"Général";"Économique et social";"2"
"monemail220571@test.test";"2020";"061322851GE";"Général";"Économique et social";"2"
"monemail220572@test.test";"2017";"2510091073M";"Général";"Scientifique";"4"
"monemail220575@test.test";"2019";"080846737EH";"Général";"Économique et social";"2"
"monemail220577@test.test";"2019";"080806366GG";"Général";"Scientifique";"3"
"monemail220578@test.test";"2019";"060949275KD";"Général";"Scientifique";"4"
"monemail220579@test.test";"2020";"101063613AJ";"Général";"Économique et social";"2"
"monemail220581@test.test";"2020";"060478098EE";"Général";"Économique et social";"2"
"monemail220582@test.test";"2020";"110753950GJ";"Général";"Scientifique";"3"
"monemail220583@test.test";"2018";"081452122DK";"Général";"Scientifique";"4"
"monemail220584@test.test";"2019";"123049070JG";"Général";"Scientifique";"4"
"monemail220585@test.test";"2020";"7036060178Y";"Général";"Économique et social";"3"
"monemail220587@test.test";"10.4";"192118037345";"Général";"Économique et social";"4"
"monemail220589@test.test";"2016";"0108022032C";"Général";"Économique et social";"4"
"monemail220590@test.test";"2020";"100297574DJ";"Général";"Scientifique";"1"
"monemail220594@test.test";"2019";"090984689F";"Général";"Économique et social";"3"
"monemail220595@test.test";"2020";"123046717BE";"Général";"Économique et social";"3"
"monemail220596@test.test";"2019";"100974834DC";"Général";"Économique et social";"1"
"monemail220597@test.test";"2019";"21902314";"Général";"Économique et social";"4"
"monemail220599@test.test";"2019";"080916896BK";"Général";"Économique et social";"1"
"monemail220600@test.test";"2019";"071247991GB";"Général";"Scientifique";"2"
"monemail220601@test.test";"14.2";"133212244JH";"Général";"Économique et social";"2"
"monemail220602@test.test";"2017";"2310007975J";"Général";"Scientifique";"4"
"monemail220603@test.test";"2020";"071102820CD";"Général";"Économique et social";"1"
"monemail220604@test.test";"2020";"UL0011562474";"Général";"Économique et social";"3"
"monemail220605@test.test";"2018";"060184377EK";"Général";"Économique et social";"2"
"monemail220608@test.test";"2019";"111042422HE";"Général";"Économique et social";"3"
"monemail220609@test.test";"2020";"081226343AC";"Général";"Économique et social";"3"
"monemail220610@test.test";"2019";"21911094";"Général";"Économique et social";"1"
"monemail220612@test.test";"2019";"071197469EG";"Général";"Économique et social";"4"
"monemail220613@test.test";"2019";"100797544AG";"Général";"Économique et social";"1"
"monemail220614@test.test";"2020";;"Général";"Économique et social";"2"
"monemail220615@test.test";"2018";"070144382AE";"Général";"Économique et social";"4"
"monemail220616@test.test";"2018";"101125501AG";"Général";"Économique et social";"1"
"monemail220617@test.test";"2017";"060712569CC";"Général";"Économique et social";"4"
"monemail220618@test.test";"2018";"071504383EA";"Général";"Scientifique";"3"
"monemail220620@test.test";"2020";"072188774JB";"Général";"Économique et social";"2"
"monemail220623@test.test";"2019";"101111087GE";"Général";"Scientifique";"3"
"monemail220624@test.test";"2020";"080569220EH";"Général";"Économique et social";"1"
"monemail220625@test.test";"2019";"111010579AE";"Général";"Scientifique";"4"
"monemail220626@test.test";"2020";"110852182KH";"Général";"Économique et social";"3"
"monemail220627@test.test";"2020";"10103743KE";"Général";"Scientifique";"1"
"monemail220629@test.test";"2019";"060445047BJ";"Général";"Économique et social";"2"
"monemail220630@test.test";"2020";"071863160GG";"Général";"Économique et social";"2"
"monemail220631@test.test";"2019";"133265892JA";"Général";"Scientifique";"4"
"monemail220632@test.test";"2019";"072158229HB";"Général";"Économique et social";"3"
"monemail220633@test.test";"2018";"1332099B";"Général";"Économique et social";"3"
"monemail220638@test.test";"2019";"110710274KE";"Général";"Économique et social";"4"
"monemail220639@test.test";"2019";"153384056AH";"Général";"Économique et social";"3"
"monemail220640@test.test";"2019";"070890555FC";"Général";"Scientifique";"3"
"monemail220642@test.test";"2018";"091102734FE";"Général";"Économique et social";"1"
"monemail220646@test.test";"2019";"M620244484";"Général";"Économique et social";"1"
"monemail220647@test.test";"2019";"071139949EF";"Général";"Scientifique";"4"
"monemail220648@test.test";"2019";"101010167AH";"Général";"Scientifique";"3"
"monemail220649@test.test";"2020";"081552279JD";"Général";"Scientifique";"4"
"monemail220650@test.test";"2017";"0810015583W";"Général";"Économique et social";"4"
"monemail220651@test.test";"2019";"153344403JE";"Général";"Scientifique";"4"
"monemail220652@test.test";"2017";"FR-999484606-2410037";"Général";"Économique et social";"3"
"monemail220655@test.test";"2019";"071722324FJ";"Général";"Économique et social";"4"
"monemail220658@test.test";"2020";"050142248FK";"Général";"Scientifique";"3"
"monemail220659@test.test";"2018";"070558465BE";"Général";"Économique et social";"3"
"monemail220660@test.test";;;"Général";"Économique et social";"4"
"monemail220661@test.test";"2019";"100971834CF";"Général";"Scientifique";"3"
"monemail220662@test.test";"2018";"153278167GK";"Général";"Scientifique";"4"
"monemail220663@test.test";"2019";"071539445KC";"Général";"Économique et social";"1"
"monemail220665@test.test";"2020";;"Général";"Scientifique";"2"
"monemail220666@test.test";"2019";"071147967HJ";"Général";"Économique et social";"2"
"monemail220668@test.test";"2019";"101159194GK";"Général";"Économique et social";"4"
"monemail220669@test.test";"2017";"0910006700T";"Général";"Scientifique";"4"
"monemail220670@test.test";"2019";"081603986HH";"Technologique";"STG";"4"
"monemail220671@test.test";"2020";"153020332HJ";"Professionnel";"Autre";"2"
"monemail220672@test.test";"2020";"111064607AF";"Général";"Économique et social";"3"
"monemail220673@test.test";"2020";"070872010HA";"Général";"Économique et social";"2"
"monemail220674@test.test";"2019";"100766780CB";"Général";"Scientifique";"2"
"monemail220677@test.test";"2019";"071163309GC";"Général";"Scientifique";"3"
"monemail220678@test.test";"2019";"123021738GE";"Général";"Économique et social";"2"
"monemail220682@test.test";"2020";"070768310HH";"Général";"Économique et social";"4"
"monemail220684@test.test";"2020";"070670536HF";"Général";"Économique et social";"2"
"monemail220685@test.test";"2019";"090782997HK";"Général";"Économique et social";"2"
"monemail220687@test.test";"2016";"1709049476Z";"Général";"Scientifique";"2"
"monemail220689@test.test";"2020";"080853763AF";"Général";"Économique et social";"3"
"monemail220692@test.test";"2018";"143171141JD";"Général";"Scientifique";"4"
"monemail220693@test.test";"2019";"080641617BC";"Général";"Scientifique";"4"
"monemail220696@test.test";"2020";"060494900CD";"Général";"Économique et social";"1"
"monemail220698@test.test";"2019";"091147060FH";"Général";"Scientifique";"3"
"monemail220699@test.test";"2020";"123068047CE";"Général";"Économique et social";"2"
"monemail220701@test.test";"2018";"153324161FD";"Général";"Économique et social";"4"
"monemail220704@test.test";"2019";"31927215070014944EE";"Général";"Économique et social";"3"
"monemail220706@test.test";"2020";" 072084778KD";"Général";"Économique et social";"3"
"monemail220708@test.test";"2019";"060678403EE";"Général";"Scientifique";"3"
"monemail220709@test.test";"2020";"071296426CK";"Général";"Économique et social";"2"
"monemail220710@test.test";"2020";"08101948FK";"Technologique";"STG";"2"
"monemail220713@test.test";"2020";;"Général";"Scientifique";"3"
"monemail220715@test.test";"2017";"0710003224K";"Général";"Scientifique";"3"
"monemail220716@test.test";"2017";"2312022182P";"Général";"Économique et social";"2"
"monemail220717@test.test";"2020";"133146662KH";"Général";"Économique et social";"2"
"monemail220719@test.test";"2019";"060170651AB";"Général";"Économique et social";"1"
"monemail220720@test.test";"2019";"153175400BG";"Général";"Scientifique";"4"
